activity_zone_id,name,centroid_x,centroid_y,geometry,centroid,poi_count
104,D14,-91.75486499999995,37.982964999999986,"POLYGON ((-91.75786999999995 37.979959999999984,-91.75786999999995 37.98596999999999,-91.75185999999995 37.98596999999999,-91.75185999999995 37.979959999999984,-91.75786999999995 37.979959999999984))",POINT (-91.75486499999995 37.982964999999986),0
105,D15,-91.74885499999995,37.982964999999986,"POLYGON ((-91.75185999999995 37.979959999999984,-91.75185999999995 37.98596999999999,-91.74584999999995 37.98596999999999,-91.74584999999995 37.979959999999984,-91.75185999999995 37.979959999999984))",POINT (-91.74885499999995 37.982964999999986),12
106,D16,-91.74284499999995,37.982964999999986,"POLYGON ((-91.74584999999995 37.979959999999984,-91.74584999999995 37.98596999999999,-91.73983999999994 37.98596999999999,-91.73983999999994 37.979959999999984,-91.74584999999995 37.979959999999984))",POINT (-91.74284499999995 37.982964999999986),5
107,D17,-91.73683499999994,37.982964999999986,"POLYGON ((-91.73983999999994 37.979959999999984,-91.73983999999994 37.98596999999999,-91.73382999999994 37.98596999999999,-91.73382999999994 37.979959999999984,-91.73983999999994 37.979959999999984))",POINT (-91.73683499999994 37.982964999999986),0
108,D18,-91.73082499999994,37.982964999999986,"POLYGON ((-91.73382999999994 37.979959999999984,-91.73382999999994 37.98596999999999,-91.72781999999994 37.98596999999999,-91.72781999999994 37.979959999999984,-91.73382999999994 37.979959999999984))",POINT (-91.73082499999994 37.982964999999986),0
109,D19,-91.72481499999994,37.982964999999986,"POLYGON ((-91.72781999999994 37.979959999999984,-91.72781999999994 37.98596999999999,-91.72180999999993 37.98596999999999,-91.72180999999993 37.979959999999984,-91.72781999999994 37.979959999999984))",POINT (-91.72481499999994 37.982964999999986),1
110,D20,-91.71880499999993,37.982964999999986,"POLYGON ((-91.72180999999993 37.979959999999984,-91.72180999999993 37.98596999999999,-91.71579999999993 37.98596999999999,-91.71579999999993 37.979959999999984,-91.72180999999993 37.979959999999984))",POINT (-91.71880499999993 37.982964999999986),10
111,D21,-91.71279499999993,37.982964999999986,"POLYGON ((-91.71579999999993 37.979959999999984,-91.71579999999993 37.98596999999999,-91.70978999999993 37.98596999999999,-91.70978999999993 37.979959999999984,-91.71579999999993 37.979959999999984))",POINT (-91.71279499999993 37.982964999999986),0
112,D22,-91.70678499999993,37.982964999999986,"POLYGON ((-91.70978999999993 37.979959999999984,-91.70978999999993 37.98596999999999,-91.70377999999992 37.98596999999999,-91.70377999999992 37.979959999999984,-91.70978999999993 37.979959999999984))",POINT (-91.70678499999993 37.982964999999986),2
113,D23,-91.70077499999992,37.982964999999986,"POLYGON ((-91.70377999999992 37.979959999999984,-91.70377999999992 37.98596999999999,-91.69776999999992 37.98596999999999,-91.69776999999992 37.979959999999984,-91.70377999999992 37.979959999999984))",POINT (-91.70077499999992 37.982964999999986),1
114,D24,-91.69476499999992,37.982964999999986,"POLYGON ((-91.69776999999992 37.979959999999984,-91.69776999999992 37.98596999999999,-91.69175999999992 37.98596999999999,-91.69175999999992 37.979959999999984,-91.69776999999992 37.979959999999984))",POINT (-91.69476499999992 37.982964999999986),3
115,D25,-91.68875499999992,37.982964999999986,"POLYGON ((-91.69175999999992 37.979959999999984,-91.69175999999992 37.98596999999999,-91.68574999999991 37.98596999999999,-91.68574999999991 37.979959999999984,-91.69175999999992 37.979959999999984))",POINT (-91.68875499999992 37.982964999999986),1
116,D26,-91.68274499999991,37.982964999999986,"POLYGON ((-91.68574999999991 37.979959999999984,-91.68574999999991 37.98596999999999,-91.67973999999991 37.98596999999999,-91.67973999999991 37.979959999999984,-91.68574999999991 37.979959999999984))",POINT (-91.68274499999991 37.982964999999986),4
117,D27,-91.67673499999991,37.982964999999986,"POLYGON ((-91.67973999999991 37.979959999999984,-91.67973999999991 37.98596999999999,-91.6737299999999 37.98596999999999,-91.6737299999999 37.979959999999984,-91.67973999999991 37.979959999999984))",POINT (-91.67673499999991 37.982964999999986),1
118,D28,-91.6707249999999,37.982964999999986,"POLYGON ((-91.6737299999999 37.979959999999984,-91.6737299999999 37.98596999999999,-91.6677199999999 37.98596999999999,-91.6677199999999 37.979959999999984,-91.6737299999999 37.979959999999984))",POINT (-91.6707249999999 37.982964999999986),0
119,D29,-91.6647149999999,37.982964999999986,"POLYGON ((-91.6677199999999 37.979959999999984,-91.6677199999999 37.98596999999999,-91.6617099999999 37.98596999999999,-91.6617099999999 37.979959999999984,-91.6677199999999 37.979959999999984))",POINT (-91.6647149999999 37.982964999999986),0
120,D30,-91.6587049999999,37.982964999999986,"POLYGON ((-91.6617099999999 37.979959999999984,-91.6617099999999 37.98596999999999,-91.6556999999999 37.98596999999999,-91.6556999999999 37.979959999999984,-91.6617099999999 37.979959999999984))",POINT (-91.6587049999999 37.982964999999986),0
121,E1,-91.832995,37.97695499999998,"POLYGON ((-91.836 37.97394999999998,-91.836 37.979959999999984,-91.82999 37.979959999999984,-91.82999 37.97394999999998,-91.836 37.97394999999998))",POINT (-91.832995 37.97695499999998),0
122,E2,-91.826985,37.97695499999998,"POLYGON ((-91.82999 37.97394999999998,-91.82999 37.979959999999984,-91.82397999999999 37.979959999999984,-91.82397999999999 37.97394999999998,-91.82999 37.97394999999998))",POINT (-91.826985 37.97695499999998),0
123,E3,-91.82097499999999,37.97695499999998,"POLYGON ((-91.82397999999999 37.97394999999998,-91.82397999999999 37.979959999999984,-91.81796999999999 37.979959999999984,-91.81796999999999 37.97394999999998,-91.82397999999999 37.97394999999998))",POINT (-91.82097499999999 37.97695499999998),0
124,E4,-91.81496499999999,37.97695499999998,"POLYGON ((-91.81796999999999 37.97394999999998,-91.81796999999999 37.979959999999984,-91.81195999999998 37.979959999999984,-91.81195999999998 37.97394999999998,-91.81796999999999 37.97394999999998))",POINT (-91.81496499999999 37.97695499999998),0
125,E5,-91.80895499999998,37.97695499999998,"POLYGON ((-91.81195999999998 37.97394999999998,-91.81195999999998 37.979959999999984,-91.80594999999998 37.979959999999984,-91.80594999999998 37.97394999999998,-91.81195999999998 37.97394999999998))",POINT (-91.80895499999998 37.97695499999998),0
126,E6,-91.80294499999998,37.97695499999998,"POLYGON ((-91.80594999999998 37.97394999999998,-91.80594999999998 37.979959999999984,-91.79993999999998 37.979959999999984,-91.79993999999998 37.97394999999998,-91.80594999999998 37.97394999999998))",POINT (-91.80294499999998 37.97695499999998),0
127,E7,-91.79693499999998,37.97695499999998,"POLYGON ((-91.79993999999998 37.97394999999998,-91.79993999999998 37.979959999999984,-91.79392999999997 37.979959999999984,-91.79392999999997 37.97394999999998,-91.79993999999998 37.97394999999998))",POINT (-91.79693499999998 37.97695499999998),0
128,E8,-91.79092499999997,37.97695499999998,"POLYGON ((-91.79392999999997 37.97394999999998,-91.79392999999997 37.979959999999984,-91.78791999999997 37.979959999999984,-91.78791999999997 37.97394999999998,-91.79392999999997 37.97394999999998))",POINT (-91.79092499999997 37.97695499999998),0
129,E9,-91.78491499999997,37.97695499999998,"POLYGON ((-91.78791999999997 37.97394999999998,-91.78791999999997 37.979959999999984,-91.78190999999997 37.979959999999984,-91.78190999999997 37.97394999999998,-91.78791999999997 37.97394999999998))",POINT (-91.78491499999997 37.97695499999998),0
130,E10,-91.77890499999997,37.97695499999998,"POLYGON ((-91.78190999999997 37.97394999999998,-91.78190999999997 37.979959999999984,-91.77589999999996 37.979959999999984,-91.77589999999996 37.97394999999998,-91.78190999999997 37.97394999999998))",POINT (-91.77890499999997 37.97695499999998),0
131,E11,-91.77289499999996,37.97695499999998,"POLYGON ((-91.77589999999996 37.97394999999998,-91.77589999999996 37.979959999999984,-91.76988999999996 37.979959999999984,-91.76988999999996 37.97394999999998,-91.77589999999996 37.97394999999998))",POINT (-91.77289499999996 37.97695499999998),0
132,E12,-91.76688499999996,37.97695499999998,"POLYGON ((-91.76988999999996 37.97394999999998,-91.76988999999996 37.979959999999984,-91.76387999999996 37.979959999999984,-91.76387999999996 37.97394999999998,-91.76988999999996 37.97394999999998))",POINT (-91.76688499999996 37.97695499999998),0
133,E13,-91.76087499999996,37.97695499999998,"POLYGON ((-91.76387999999996 37.97394999999998,-91.76387999999996 37.979959999999984,-91.75786999999995 37.979959999999984,-91.75786999999995 37.97394999999998,-91.76387999999996 37.97394999999998))",POINT (-91.76087499999996 37.97695499999998),0
134,E14,-91.75486499999995,37.97695499999998,"POLYGON ((-91.75786999999995 37.97394999999998,-91.75786999999995 37.979959999999984,-91.75185999999995 37.979959999999984,-91.75185999999995 37.97394999999998,-91.75786999999995 37.97394999999998))",POINT (-91.75486499999995 37.97695499999998),21
135,E15,-91.74885499999995,37.97695499999998,"POLYGON ((-91.75185999999995 37.97394999999998,-91.75185999999995 37.979959999999984,-91.74584999999995 37.979959999999984,-91.74584999999995 37.97394999999998,-91.75185999999995 37.97394999999998))",POINT (-91.74885499999995 37.97695499999998),16
136,E16,-91.74284499999995,37.97695499999998,"POLYGON ((-91.74584999999995 37.97394999999998,-91.74584999999995 37.979959999999984,-91.73983999999994 37.979959999999984,-91.73983999999994 37.97394999999998,-91.74584999999995 37.97394999999998))",POINT (-91.74284499999995 37.97695499999998),23
137,E17,-91.73683499999994,37.97695499999998,"POLYGON ((-91.73983999999994 37.97394999999998,-91.73983999999994 37.979959999999984,-91.73382999999994 37.979959999999984,-91.73382999999994 37.97394999999998,-91.73983999999994 37.97394999999998))",POINT (-91.73683499999994 37.97695499999998),1
138,E18,-91.73082499999994,37.97695499999998,"POLYGON ((-91.73382999999994 37.97394999999998,-91.73382999999994 37.979959999999984,-91.72781999999994 37.979959999999984,-91.72781999999994 37.97394999999998,-91.73382999999994 37.97394999999998))",POINT (-91.73082499999994 37.97695499999998),1
139,E19,-91.72481499999994,37.97695499999998,"POLYGON ((-91.72781999999994 37.97394999999998,-91.72781999999994 37.979959999999984,-91.72180999999993 37.979959999999984,-91.72180999999993 37.97394999999998,-91.72781999999994 37.97394999999998))",POINT (-91.72481499999994 37.97695499999998),5
140,E20,-91.71880499999993,37.97695499999998,"POLYGON ((-91.72180999999993 37.97394999999998,-91.72180999999993 37.979959999999984,-91.71579999999993 37.979959999999984,-91.71579999999993 37.97394999999998,-91.72180999999993 37.97394999999998))",POINT (-91.71880499999993 37.97695499999998),0
141,E21,-91.71279499999993,37.97695499999998,"POLYGON ((-91.71579999999993 37.97394999999998,-91.71579999999993 37.979959999999984,-91.70978999999993 37.979959999999984,-91.70978999999993 37.97394999999998,-91.71579999999993 37.97394999999998))",POINT (-91.71279499999993 37.97695499999998),2
142,E22,-91.70678499999993,37.97695499999998,"POLYGON ((-91.70978999999993 37.97394999999998,-91.70978999999993 37.979959999999984,-91.70377999999992 37.979959999999984,-91.70377999999992 37.97394999999998,-91.70978999999993 37.97394999999998))",POINT (-91.70678499999993 37.97695499999998),0
143,E23,-91.70077499999992,37.97695499999998,"POLYGON ((-91.70377999999992 37.97394999999998,-91.70377999999992 37.979959999999984,-91.69776999999992 37.979959999999984,-91.69776999999992 37.97394999999998,-91.70377999999992 37.97394999999998))",POINT (-91.70077499999992 37.97695499999998),0
144,E24,-91.69476499999992,37.97695499999998,"POLYGON ((-91.69776999999992 37.97394999999998,-91.69776999999992 37.979959999999984,-91.69175999999992 37.979959999999984,-91.69175999999992 37.97394999999998,-91.69776999999992 37.97394999999998))",POINT (-91.69476499999992 37.97695499999998),0
145,E25,-91.68875499999992,37.97695499999998,"POLYGON ((-91.69175999999992 37.97394999999998,-91.69175999999992 37.979959999999984,-91.68574999999991 37.979959999999984,-91.68574999999991 37.97394999999998,-91.69175999999992 37.97394999999998))",POINT (-91.68875499999992 37.97695499999998),0
146,E26,-91.68274499999991,37.97695499999998,"POLYGON ((-91.68574999999991 37.97394999999998,-91.68574999999991 37.979959999999984,-91.67973999999991 37.979959999999984,-91.67973999999991 37.97394999999998,-91.68574999999991 37.97394999999998))",POINT (-91.68274499999991 37.97695499999998),0
147,E27,-91.67673499999991,37.97695499999998,"POLYGON ((-91.67973999999991 37.97394999999998,-91.67973999999991 37.979959999999984,-91.6737299999999 37.979959999999984,-91.6737299999999 37.97394999999998,-91.67973999999991 37.97394999999998))",POINT (-91.67673499999991 37.97695499999998),0
148,E28,-91.6707249999999,37.97695499999998,"POLYGON ((-91.6737299999999 37.97394999999998,-91.6737299999999 37.979959999999984,-91.6677199999999 37.979959999999984,-91.6677199999999 37.97394999999998,-91.6737299999999 37.97394999999998))",POINT (-91.6707249999999 37.97695499999998),0
149,E29,-91.6647149999999,37.97695499999998,"POLYGON ((-91.6677199999999 37.97394999999998,-91.6677199999999 37.979959999999984,-91.6617099999999 37.979959999999984,-91.6617099999999 37.97394999999998,-91.6677199999999 37.97394999999998))",POINT (-91.6647149999999 37.97695499999998),0
150,E30,-91.6587049999999,37.97695499999998,"POLYGON ((-91.6617099999999 37.97394999999998,-91.6617099999999 37.979959999999984,-91.6556999999999 37.979959999999984,-91.6556999999999 37.97394999999998,-91.6617099999999 37.97394999999998))",POINT (-91.6587049999999 37.97695499999998),0
151,F1,-91.832995,37.97094499999998,"POLYGON ((-91.836 37.96793999999998,-91.836 37.97394999999998,-91.82999 37.97394999999998,-91.82999 37.96793999999998,-91.836 37.96793999999998))",POINT (-91.832995 37.97094499999998),0
152,F2,-91.826985,37.97094499999998,"POLYGON ((-91.82999 37.96793999999998,-91.82999 37.97394999999998,-91.82397999999999 37.97394999999998,-91.82397999999999 37.96793999999998,-91.82999 37.96793999999998))",POINT (-91.826985 37.97094499999998),0
153,F3,-91.82097499999999,37.97094499999998,"POLYGON ((-91.82397999999999 37.96793999999998,-91.82397999999999 37.97394999999998,-91.81796999999999 37.97394999999998,-91.81796999999999 37.96793999999998,-91.82397999999999 37.96793999999998))",POINT (-91.82097499999999 37.97094499999998),0
154,F4,-91.81496499999999,37.97094499999998,"POLYGON ((-91.81796999999999 37.96793999999998,-91.81796999999999 37.97394999999998,-91.81195999999998 37.97394999999998,-91.81195999999998 37.96793999999998,-91.81796999999999 37.96793999999998))",POINT (-91.81496499999999 37.97094499999998),0
155,F5,-91.80895499999998,37.97094499999998,"POLYGON ((-91.81195999999998 37.96793999999998,-91.81195999999998 37.97394999999998,-91.80594999999998 37.97394999999998,-91.80594999999998 37.96793999999998,-91.81195999999998 37.96793999999998))",POINT (-91.80895499999998 37.97094499999998),0
156,F6,-91.80294499999998,37.97094499999998,"POLYGON ((-91.80594999999998 37.96793999999998,-91.80594999999998 37.97394999999998,-91.79993999999998 37.97394999999998,-91.79993999999998 37.96793999999998,-91.80594999999998 37.96793999999998))",POINT (-91.80294499999998 37.97094499999998),0
157,F7,-91.79693499999998,37.97094499999998,"POLYGON ((-91.79993999999998 37.96793999999998,-91.79993999999998 37.97394999999998,-91.79392999999997 37.97394999999998,-91.79392999999997 37.96793999999998,-91.79993999999998 37.96793999999998))",POINT (-91.79693499999998 37.97094499999998),0
158,F8,-91.79092499999997,37.97094499999998,"POLYGON ((-91.79392999999997 37.96793999999998,-91.79392999999997 37.97394999999998,-91.78791999999997 37.97394999999998,-91.78791999999997 37.96793999999998,-91.79392999999997 37.96793999999998))",POINT (-91.79092499999997 37.97094499999998),0
159,F9,-91.78491499999997,37.97094499999998,"POLYGON ((-91.78791999999997 37.96793999999998,-91.78791999999997 37.97394999999998,-91.78190999999997 37.97394999999998,-91.78190999999997 37.96793999999998,-91.78791999999997 37.96793999999998))",POINT (-91.78491499999997 37.97094499999998),0
160,F10,-91.77890499999997,37.97094499999998,"POLYGON ((-91.78190999999997 37.96793999999998,-91.78190999999997 37.97394999999998,-91.77589999999996 37.97394999999998,-91.77589999999996 37.96793999999998,-91.78190999999997 37.96793999999998))",POINT (-91.77890499999997 37.97094499999998),5
161,F11,-91.77289499999996,37.97094499999998,"POLYGON ((-91.77589999999996 37.96793999999998,-91.77589999999996 37.97394999999998,-91.76988999999996 37.97394999999998,-91.76988999999996 37.96793999999998,-91.77589999999996 37.96793999999998))",POINT (-91.77289499999996 37.97094499999998),19
162,F12,-91.76688499999996,37.97094499999998,"POLYGON ((-91.76988999999996 37.96793999999998,-91.76988999999996 37.97394999999998,-91.76387999999996 37.97394999999998,-91.76387999999996 37.96793999999998,-91.76988999999996 37.96793999999998))",POINT (-91.76688499999996 37.97094499999998),1
163,F13,-91.76087499999996,37.97094499999998,"POLYGON ((-91.76387999999996 37.96793999999998,-91.76387999999996 37.97394999999998,-91.75786999999995 37.97394999999998,-91.75786999999995 37.96793999999998,-91.76387999999996 37.96793999999998))",POINT (-91.76087499999996 37.97094499999998),10
164,F14,-91.75486499999995,37.97094499999998,"POLYGON ((-91.75786999999995 37.96793999999998,-91.75786999999995 37.97394999999998,-91.75185999999995 37.97394999999998,-91.75185999999995 37.96793999999998,-91.75786999999995 37.96793999999998))",POINT (-91.75486499999995 37.97094499999998),19
165,F15,-91.74885499999995,37.97094499999998,"POLYGON ((-91.75185999999995 37.96793999999998,-91.75185999999995 37.97394999999998,-91.74584999999995 37.97394999999998,-91.74584999999995 37.96793999999998,-91.75185999999995 37.96793999999998))",POINT (-91.74885499999995 37.97094499999998),1
166,F16,-91.74284499999995,37.97094499999998,"POLYGON ((-91.74584999999995 37.96793999999998,-91.74584999999995 37.97394999999998,-91.73983999999994 37.97394999999998,-91.73983999999994 37.96793999999998,-91.74584999999995 37.96793999999998))",POINT (-91.74284499999995 37.97094499999998),0
167,F17,-91.73683499999994,37.97094499999998,"POLYGON ((-91.73983999999994 37.96793999999998,-91.73983999999994 37.97394999999998,-91.73382999999994 37.97394999999998,-91.73382999999994 37.96793999999998,-91.73983999999994 37.96793999999998))",POINT (-91.73683499999994 37.97094499999998),0
168,F18,-91.73082499999994,37.97094499999998,"POLYGON ((-91.73382999999994 37.96793999999998,-91.73382999999994 37.97394999999998,-91.72781999999994 37.97394999999998,-91.72781999999994 37.96793999999998,-91.73382999999994 37.96793999999998))",POINT (-91.73082499999994 37.97094499999998),0
169,F19,-91.72481499999994,37.97094499999998,"POLYGON ((-91.72781999999994 37.96793999999998,-91.72781999999994 37.97394999999998,-91.72180999999993 37.97394999999998,-91.72180999999993 37.96793999999998,-91.72781999999994 37.96793999999998))",POINT (-91.72481499999994 37.97094499999998),0
170,F20,-91.71880499999993,37.97094499999998,"POLYGON ((-91.72180999999993 37.96793999999998,-91.72180999999993 37.97394999999998,-91.71579999999993 37.97394999999998,-91.71579999999993 37.96793999999998,-91.72180999999993 37.96793999999998))",POINT (-91.71880499999993 37.97094499999998),0
171,F21,-91.71279499999993,37.97094499999998,"POLYGON ((-91.71579999999993 37.96793999999998,-91.71579999999993 37.97394999999998,-91.70978999999993 37.97394999999998,-91.70978999999993 37.96793999999998,-91.71579999999993 37.96793999999998))",POINT (-91.71279499999993 37.97094499999998),0
172,F22,-91.70678499999993,37.97094499999998,"POLYGON ((-91.70978999999993 37.96793999999998,-91.70978999999993 37.97394999999998,-91.70377999999992 37.97394999999998,-91.70377999999992 37.96793999999998,-91.70978999999993 37.96793999999998))",POINT (-91.70678499999993 37.97094499999998),0
173,F23,-91.70077499999992,37.97094499999998,"POLYGON ((-91.70377999999992 37.96793999999998,-91.70377999999992 37.97394999999998,-91.69776999999992 37.97394999999998,-91.69776999999992 37.96793999999998,-91.70377999999992 37.96793999999998))",POINT (-91.70077499999992 37.97094499999998),0
174,F24,-91.69476499999992,37.97094499999998,"POLYGON ((-91.69776999999992 37.96793999999998,-91.69776999999992 37.97394999999998,-91.69175999999992 37.97394999999998,-91.69175999999992 37.96793999999998,-91.69776999999992 37.96793999999998))",POINT (-91.69476499999992 37.97094499999998),0
175,F25,-91.68875499999992,37.97094499999998,"POLYGON ((-91.69175999999992 37.96793999999998,-91.69175999999992 37.97394999999998,-91.68574999999991 37.97394999999998,-91.68574999999991 37.96793999999998,-91.69175999999992 37.96793999999998))",POINT (-91.68875499999992 37.97094499999998),0
176,F26,-91.68274499999991,37.97094499999998,"POLYGON ((-91.68574999999991 37.96793999999998,-91.68574999999991 37.97394999999998,-91.67973999999991 37.97394999999998,-91.67973999999991 37.96793999999998,-91.68574999999991 37.96793999999998))",POINT (-91.68274499999991 37.97094499999998),0
177,F27,-91.67673499999991,37.97094499999998,"POLYGON ((-91.67973999999991 37.96793999999998,-91.67973999999991 37.97394999999998,-91.6737299999999 37.97394999999998,-91.6737299999999 37.96793999999998,-91.67973999999991 37.96793999999998))",POINT (-91.67673499999991 37.97094499999998),0
178,F28,-91.6707249999999,37.97094499999998,"POLYGON ((-91.6737299999999 37.96793999999998,-91.6737299999999 37.97394999999998,-91.6677199999999 37.97394999999998,-91.6677199999999 37.96793999999998,-91.6737299999999 37.96793999999998))",POINT (-91.6707249999999 37.97094499999998),0
179,F29,-91.6647149999999,37.97094499999998,"POLYGON ((-91.6677199999999 37.96793999999998,-91.6677199999999 37.97394999999998,-91.6617099999999 37.97394999999998,-91.6617099999999 37.96793999999998,-91.6677199999999 37.96793999999998))",POINT (-91.6647149999999 37.97094499999998),0
180,F30,-91.6587049999999,37.97094499999998,"POLYGON ((-91.6617099999999 37.96793999999998,-91.6617099999999 37.97394999999998,-91.6556999999999 37.97394999999998,-91.6556999999999 37.96793999999998,-91.6617099999999 37.96793999999998))",POINT (-91.6587049999999 37.97094499999998),0
181,G1,-91.832995,37.964934999999976,"POLYGON ((-91.836 37.961929999999974,-91.836 37.96793999999998,-91.82999 37.96793999999998,-91.82999 37.961929999999974,-91.836 37.961929999999974))",POINT (-91.832995 37.964934999999976),0
182,G2,-91.826985,37.964934999999976,"POLYGON ((-91.82999 37.961929999999974,-91.82999 37.96793999999998,-91.82397999999999 37.96793999999998,-91.82397999999999 37.961929999999974,-91.82999 37.961929999999974))",POINT (-91.826985 37.964934999999976),0
183,G3,-91.82097499999999,37.964934999999976,"POLYGON ((-91.82397999999999 37.961929999999974,-91.82397999999999 37.96793999999998,-91.81796999999999 37.96793999999998,-91.81796999999999 37.961929999999974,-91.82397999999999 37.961929999999974))",POINT (-91.82097499999999 37.964934999999976),0
184,G4,-91.81496499999999,37.964934999999976,"POLYGON ((-91.81796999999999 37.961929999999974,-91.81796999999999 37.96793999999998,-91.81195999999998 37.96793999999998,-91.81195999999998 37.961929999999974,-91.81796999999999 37.961929999999974))",POINT (-91.81496499999999 37.964934999999976),0
185,G5,-91.80895499999998,37.964934999999976,"POLYGON ((-91.81195999999998 37.961929999999974,-91.81195999999998 37.96793999999998,-91.80594999999998 37.96793999999998,-91.80594999999998 37.961929999999974,-91.81195999999998 37.961929999999974))",POINT (-91.80895499999998 37.964934999999976),0
186,G6,-91.80294499999998,37.964934999999976,"POLYGON ((-91.80594999999998 37.961929999999974,-91.80594999999998 37.96793999999998,-91.79993999999998 37.96793999999998,-91.79993999999998 37.961929999999974,-91.80594999999998 37.961929999999974))",POINT (-91.80294499999998 37.964934999999976),0
187,G7,-91.79693499999998,37.964934999999976,"POLYGON ((-91.79993999999998 37.961929999999974,-91.79993999999998 37.96793999999998,-91.79392999999997 37.96793999999998,-91.79392999999997 37.961929999999974,-91.79993999999998 37.961929999999974))",POINT (-91.79693499999998 37.964934999999976),0
188,G8,-91.79092499999997,37.964934999999976,"POLYGON ((-91.79392999999997 37.961929999999974,-91.79392999999997 37.96793999999998,-91.78791999999997 37.96793999999998,-91.78791999999997 37.961929999999974,-91.79392999999997 37.961929999999974))",POINT (-91.79092499999997 37.964934999999976),0
189,G9,-91.78491499999997,37.964934999999976,"POLYGON ((-91.78791999999997 37.961929999999974,-91.78791999999997 37.96793999999998,-91.78190999999997 37.96793999999998,-91.78190999999997 37.961929999999974,-91.78791999999997 37.961929999999974))",POINT (-91.78491499999997 37.964934999999976),0
190,G10,-91.77890499999997,37.964934999999976,"POLYGON ((-91.78190999999997 37.961929999999974,-91.78190999999997 37.96793999999998,-91.77589999999996 37.96793999999998,-91.77589999999996 37.961929999999974,-91.78190999999997 37.961929999999974))",POINT (-91.77890499999997 37.964934999999976),0
191,G11,-91.77289499999996,37.964934999999976,"POLYGON ((-91.77589999999996 37.961929999999974,-91.77589999999996 37.96793999999998,-91.76988999999996 37.96793999999998,-91.76988999999996 37.961929999999974,-91.77589999999996 37.961929999999974))",POINT (-91.77289499999996 37.964934999999976),17
192,G12,-91.76688499999996,37.964934999999976,"POLYGON ((-91.76988999999996 37.961929999999974,-91.76988999999996 37.96793999999998,-91.76387999999996 37.96793999999998,-91.76387999999996 37.961929999999974,-91.76988999999996 37.961929999999974))",POINT (-91.76688499999996 37.964934999999976),21
193,G13,-91.76087499999996,37.964934999999976,"POLYGON ((-91.76387999999996 37.961929999999974,-91.76387999999996 37.96793999999998,-91.75786999999995 37.96793999999998,-91.75786999999995 37.961929999999974,-91.76387999999996 37.961929999999974))",POINT (-91.76087499999996 37.964934999999976),13
194,G14,-91.75486499999995,37.964934999999976,"POLYGON ((-91.75786999999995 37.961929999999974,-91.75786999999995 37.96793999999998,-91.75185999999995 37.96793999999998,-91.75185999999995 37.961929999999974,-91.75786999999995 37.961929999999974))",POINT (-91.75486499999995 37.964934999999976),82
195,G15,-91.74885499999995,37.964934999999976,"POLYGON ((-91.75185999999995 37.961929999999974,-91.75185999999995 37.96793999999998,-91.74584999999995 37.96793999999998,-91.74584999999995 37.961929999999974,-91.75185999999995 37.961929999999974))",POINT (-91.74885499999995 37.964934999999976),6
196,G16,-91.74284499999995,37.964934999999976,"POLYGON ((-91.74584999999995 37.961929999999974,-91.74584999999995 37.96793999999998,-91.73983999999994 37.96793999999998,-91.73983999999994 37.961929999999974,-91.74584999999995 37.961929999999974))",POINT (-91.74284499999995 37.964934999999976),0
197,G17,-91.73683499999994,37.964934999999976,"POLYGON ((-91.73983999999994 37.961929999999974,-91.73983999999994 37.96793999999998,-91.73382999999994 37.96793999999998,-91.73382999999994 37.961929999999974,-91.73983999999994 37.961929999999974))",POINT (-91.73683499999994 37.964934999999976),0
198,G18,-91.73082499999994,37.964934999999976,"POLYGON ((-91.73382999999994 37.961929999999974,-91.73382999999994 37.96793999999998,-91.72781999999994 37.96793999999998,-91.72781999999994 37.961929999999974,-91.73382999999994 37.961929999999974))",POINT (-91.73082499999994 37.964934999999976),0
199,G19,-91.72481499999994,37.964934999999976,"POLYGON ((-91.72781999999994 37.961929999999974,-91.72781999999994 37.96793999999998,-91.72180999999993 37.96793999999998,-91.72180999999993 37.961929999999974,-91.72781999999994 37.961929999999974))",POINT (-91.72481499999994 37.964934999999976),0
200,G20,-91.71880499999993,37.964934999999976,"POLYGON ((-91.72180999999993 37.961929999999974,-91.72180999999993 37.96793999999998,-91.71579999999993 37.96793999999998,-91.71579999999993 37.961929999999974,-91.72180999999993 37.961929999999974))",POINT (-91.71880499999993 37.964934999999976),0
201,G21,-91.71279499999993,37.964934999999976,"POLYGON ((-91.71579999999993 37.961929999999974,-91.71579999999993 37.96793999999998,-91.70978999999993 37.96793999999998,-91.70978999999993 37.961929999999974,-91.71579999999993 37.961929999999974))",POINT (-91.71279499999993 37.964934999999976),0
202,G22,-91.70678499999993,37.964934999999976,"POLYGON ((-91.70978999999993 37.961929999999974,-91.70978999999993 37.96793999999998,-91.70377999999992 37.96793999999998,-91.70377999999992 37.961929999999974,-91.70978999999993 37.961929999999974))",POINT (-91.70678499999993 37.964934999999976),0
203,G23,-91.70077499999992,37.964934999999976,"POLYGON ((-91.70377999999992 37.961929999999974,-91.70377999999992 37.96793999999998,-91.69776999999992 37.96793999999998,-91.69776999999992 37.961929999999974,-91.70377999999992 37.961929999999974))",POINT (-91.70077499999992 37.964934999999976),0
204,G24,-91.69476499999992,37.964934999999976,"POLYGON ((-91.69776999999992 37.961929999999974,-91.69776999999992 37.96793999999998,-91.69175999999992 37.96793999999998,-91.69175999999992 37.961929999999974,-91.69776999999992 37.961929999999974))",POINT (-91.69476499999992 37.964934999999976),0
